,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
174,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
175,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
176,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
177,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
178,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
179,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
180,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
181,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
182,Tin VIP Bạc,36634271,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cao-thi-chinh-phuong-phu-thuan-3-prj-kdc-nam-long-phu-thuan/-3-tang-dep-tien-dt-4x20m-gia-chi-hon-9-ty-pr36634271,80 m²,"11,8 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Giá Tốt Tháng 11/2024 ! Chuyên Bán Nhà Phố - Biệt Thự - đường 14m Phú Thuận - Giá: 10.5 tỷ,"Dự án Nam Long Phú Thuận, Đường Cao Thị Chính, Phường Phú Thuận, Quận 7, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
183,Tin VIP Bạc,41407670,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huong-lo-3-phuong-binh-hung-hoa/ban-mt-3-quan-tan-dt-23x46m2-cn-1023m2-tho-cu-doi-dien-cc-celadon-ban-44-8-ty-pr41407670,1.023 m²,"44,8 tỷ",,3 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà MT Hương Lộ 3, Quận Bình Tân DT: 23x46m CN: 1023m2 (thổ cư) đối diện CC CeLaDon 44,8 tỷ","Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",23 m,23 m,Chưa Xác Thực,,02/11/2024,12/11/2024,Nha Mat Pho
184,Tin VIP Bạc,41212368,https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-xuan-hop-phuong-phuoc-long-a-1/toa-1-ham-5-tang-ngay-dt-10m-20m-200m2-vv-hd-thue-120tr-th-gia-re-32-5-ty-tl-pr41212368,200 m²,"32,5 tỷ",,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Toà nhà 1 hầm 5 tầng ngay Đỗ Xuân Hợp. DT 10m*20m=200m2. HĐ thuê 120tr/th. Giá rẻ 32.5 tỷ TL,"Đường Đỗ Xuân Hợp, Phường Phước Long A, Thủ Đức, Hồ Chí Minh",20 m,10 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
185,Tin VIP Bạc,40971817,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thai-hoc-phuong-cau-ong-lanh/ban-tien-quan-1-sieu-pham-dau-tu-5-tang-doan-dep-t-chi-3x-ty-pr40971817,"65,1 m²",39 tỷ,,5 tầng,8 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt tiền Nguyễn Thái Học Quận 1, Siêu phẩm đầu tư, 5 tầng, đoạn đẹp nhất, chỉ 3x tỷ","Đường Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",,4 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
186,Tin VIP Bạc,41469274,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-hiep-phu-1/68trieu-m2-da-giam-1-5ty-trong-nua-thang-ban-ngop-2-tang-tien-ngay-nga-tu-thu-duc-pr41469274,147 m²,10 tỷ,Đông - Bắc,2 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"68triệu/m2 - đã giảm 1,5tỷ trong nữa tháng - bán ngộp nhà 2 tầng mặt tiền - ngay Ngã Tư Thủ Đức","Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",5 m,5 m,Chưa Xác Thực,Đông - Bắc,08/11/2024,16/11/2024,Nha Mat Pho
187,Tin VIP Bạc,41271857,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-ngoc-thach-phuong-1-14/ban-tien-kinh-doanh-5-tang-co-thang-may-5m-x-19m-quan-3-pr41271857,95 m²,32 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền kinh doanh, 5 tầng - có thang máy, (5m x 19m), đường Phạm Ngọc Thạch, Quận 3","Đường Phạm Ngọc Thạch, Phường 1, Quận 3, Hồ Chí Minh",,5 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
188,Tin VIP Bạc,41471327,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-cao-van-phuong-12-9/-tien-12-phu-nhuan-dt-4x4m-1-tret-2-lau-gia-3-35-ty-co-hd-thue-15-trieu-pr41471327,"11,9 m²","3,35 tỷ",Tây - Nam,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Nhà mặt tiền 12 Trần Cao Vân Phú Nhuận. DT 4x4m 1 trệt 2 lầu, giá 3.35 tỷ có HĐ thuê 15 triệu","12 Đường Trần Cao Vân, Phường 12, Phú Nhuận, Hồ Chí Minh",,4 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
189,Tin VIP Bạc,41471325,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phuoc-binh-1/ban-tien-duong-so-ngay-cong-vien-p-q9-dt-4x17m-gia-7-1-ty-pr41471325,68 m²,"7,1 tỷ",,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt tiền đường số ngay công viên Phước Bình, P. Phước Bình Q9, DT: 4x17m, giá 7.1 tỷ","Phường Phước Bình, Quận 9, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
190,Tin VIP Bạc,39698323,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-bang-doan-phuong-tan-phu-19-prj-phu-my-hung/chuyen-ban-toa-can-goc-thuong-mai-q7-dt-8x18m-11x18m-kc-ham-5-lau-40-ty-sp-pr39698323,111 m²,24 tỷ,Nam,6 tầng,9 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chuyên bán toà nhà căn góc Phú Mỹ Hưng Q7. 6x18,5m DT 8x18m, 11x18m, KC hầm 5 lầu, 24 tỷ/SP","Dự án Phú Mỹ Hưng, Đường Bùi Bằng Đoàn, Phường Tân Phú, Quận 7, Hồ Chí Minh",20 m,11 m,Chưa Xác Thực,Đông,08/11/2024,15/11/2024,Nha Mat Pho
191,Tin VIP Bạc,37503274,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-trong-cung-phuong-tan-thuan-dong-1/chinh-chu-ban-2-mt-q7-dt-5x25m-xd-tret-4-lau-shr-gia-23-ty-pr37503274,120 m²,15 tỷ,Nam,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,"Bán 5 căn nhà Trần Trọng Cung đối diện Vincom Q7, DT 5x25m, trệt 4 lầu (thang máy), giá 15 tỷ","Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",30 m,5 m,Chưa Xác Thực,Nam,08/11/2024,15/11/2024,Nha Mat Pho
192,Tin VIP Bạc,39494275,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-thuan-dong-1/chinh-chu-ban-14-can-mt-q7-dt-5x28m-9x23m-7-2x38m-12x34m-20x50m-gia-13-ty-pr39494275,90 m²,16 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,"Chính chủ bán căn MT Huỳnh Tấn Phát, Q7, DT 5x28m, 9x23m, 7,2x38m, 12x34m, 20x50m, giá 16 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",30 m,5 m,Chưa Xác Thực,Tây,08/11/2024,15/11/2024,Nha Mat Pho
193,Tin VIP Bạc,39133650,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-32-phuong-tan-phong-9/ro-hang-con-8-can-mt-kdc-quy-dong-q7-dt-6x18m-6x15m-6x20m-7x20m-gia-tot-11-9-ty-pr39133650,72 m²,"11,85 tỷ",Nam,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chính chủ gửi bán nhà phố MT KDC Tân Quy Đông, Q7. DT 6x18m, 6x20m, 7x20m, giá tốt 13,5 tỷ","Đường Số 32, Phường Tân Phong, Quận 7, Hồ Chí Minh",12 m,,Chưa Xác Thực,Nam,08/11/2024,15/11/2024,Nha Mat Pho
194,Tin VIP Bạc,41469567,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-huong-phuong-thao-dien/can-ban-gap-compound-goc-xuan-thuy-7x20m-gpxd-ham-4-tang-chi-34-ty-pr41469567,140 m²,34 tỷ,,4 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Cần bán gấp nhà compound Quốc Hương, góc Xuân Thủy. (7x20m). GPXD: Hầm 4 tầng. Chỉ 34 tỷ","Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",12 m,7 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
195,Tin VIP Bạc,41469487,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-huong-phuong-thao-dien/gia-tot-can-ban-gap-tien-compound-8x5x36m-cn-220m2-chi-28-ty-pr41469487,220 m²,28 tỷ,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Giá tốt cần bán gấp, nhà mặt tiền compound Nguyễn Văn Hưởng. (8,5x36m). CN: 220m2. Chỉ 28 tỷ","Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,08/11/2024,18/11/2024,Nha Mat Pho
196,Tin VIP Bạc,41182425,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-phuong-phu-tho-hoa/1-hong-ban-toa-13-15-dat-13x19m-6-tam-gia-ban-48-ty-pr41182425,247 m²,48 tỷ,,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"1% Hoa hồng bán tòa 13 - 15 Phạm Vấn, DT: 13x19m 6 tấm giá bán 48 tỷ","13 - 15, Đường Phạm Vấn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",30 m,30 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
197,Tin VIP Bạc,41359254,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-3-14/-tien-q5-7-2m-x-20m-no-hau-12m-gia-sieu-tot-chi-68-ty-tl-pr41359254,160 m²,68 tỷ,,2 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,"Mặt tiền Trần Hưng Đạo, Q5: 7.2m x 20m nở hậu 12m giá siêu tốt chỉ 68 tỷ TL","Đường Trần Hưng Đạo, Phường 3, Quận 5, Hồ Chí Minh",,7 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
198,Tin VIP Bạc,41354613,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-huy-thuc-phuong-tan-kieng/ban-gap-can-ho-dich-vu-tien-quan-7-pr41354613,87 m²,"13,9 tỷ",Bắc,4 tầng,14 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,"Bán gấp căn hộ dịch vụ, mặt tiền Phan Huy Thực, Tân Kiểng, quận 7","Đường Phan Huy Thực, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,Bắc,08/11/2024,18/11/2024,Nha Mat Pho
199,Tin VIP Bạc,41467009,https://batdongsan.com.vn/ban-nha-mat-pho-duong-5-phuong-tan-tao/-4-tang-5-20m-tien-18m-canh-cong-vien-va-kenh-tham-luong-dong-tien-full-40tr-th-pr41467009,100 m²,"7,5 tỷ",,4 tầng,24 phòng,24 phòng,Sổ đỏ/ Sổ hồng,,Nhà 4 tầng 5*20m - mặt tiền đường 18m - cạnh công viên và Kênh Tham Lương - dòng tiền full 40tr/th,"Đường 5, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",18 m,5 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
200,Tin VIP Bạc,41466506,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-lan-phuong-2-21/di-my-dinh-cu-nen-can-ban-gap-tien-p2-pn-dt-4x16m-kc-5-tang-gia-22-ty-pr41466506,64 m²,22 tỷ,,5 tầng,,,Sổ hồng,,"Đi Mỹ định cư nên cần bán gấp nhà mặt tiền Hoa Lan, P2, PN - DT: 4x16m - KC: 5 tầng - Giá 22 tỷ","Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",,4 m,Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
201,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
202,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
203,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
204,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
205,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
206,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
207,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
208,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
209,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
210,Tin VIP Bạc,39213793,https://batdongsan.com.vn/ban-nha-mat-pho-duong-au-co-phuong-9-13/chinh-chu-can-ban-gap-gan-600m-mt-ngay-nga-tu-lac-long-quan-pr39213793,600 m²,48 tỷ,Tây,2 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Cần bán gấp MT Âu Cơ gần Lê Đại Hành 10x60m giá sốc chỉ 48 tỷ,"Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",14 m,10 m,Chưa Xác Thực,Tây,08/11/2024,15/11/2024,Nha Mat Pho
211,Tin thường,41374966,https://batdongsan.com.vn/ban-nha-mat-pho-duong-2-4-phuong-vinh-hai/chinh-chu-nho-ban-gap-goc-tien-2-4-78-6m2-gia-chi-7-2-ty-pr41374966?source=ad&adid=2648007,"78,6 m²","7,2 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,"Chính chủ nhờ bán gấp nhà góc, mặt tiền 2/4 78.6m2 giá chỉ 7.2 tỷ, gần chợ Vĩnh Hải Vip","Đường 2/4, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",32 m,"4,6 m",Chưa Xác Thực,,07/11/2024,17/11/2024,Nha Mat Pho
212,Tin VIP Bạc,41464939,https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-van-day-xa-tan-hiep/ban-tien-nhua-gia-dinh-dang-kinh-anh-ngang-khung-gan-13m-sat-ben-c-pr41464939,372 m²,"18,7 tỷ",Đông - Nam,1 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà mặt tiền đường nhựa Đỗ Văn Dậy gia đình đang kinh doanh - ngang khủng gần 13m,"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",15 m,"12,5 m",Chưa Xác Thực,,08/11/2024,15/11/2024,Nha Mat Pho
213,Tin VIP Bạc,41206115,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dien-bien-phu-phuong-25/giam-50-ty-ban-gap-toa-ham-10-tang-tien-lh-pr41206115,530 m²,250 tỷ,Nam,11 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Building hầm - 10 tầng mặt tiền đường Điện Biên Phủ. DT: 2983m2 sàn. Giá chỉ: 2XX tỷ,"Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",50 m,"11,3 m",Chưa Xác Thực,Nam,08/11/2024,15/11/2024,Nha Mat Pho
214,Tin VIP Bạc,41462511,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dien-bien-phu-phuong-25/giam-tu-300-ty-250-ty-can-ban-gap-toa-b-thanh-11-x-40-nh-16m-ham-9-tang-pr41462511,485 m²,250 tỷ,,9 tầng,,,Sổ đỏ/ Sổ hồng,,"Giảm từ 300 tỷ - 250 tỷ cần bán gấp tòa nhà Điện Biên Phủ, Bình Thạnh (11,3x40 NH 16m) hầm 9 tầng","Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,15/11/2024,Nha Mat Pho
215,Tin VIP Bạc,41462450,https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-van-bang-phuong-thanh-my-loi/ban-6-tang-moi-ngay-40m-gia-tot-t-chi-31-ty-dt-102-5m2-pr41462450,"102,5 m²",31 tỷ,Tây - Nam,6 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà mặt phố 6 tầng mới ngay Trương Văn Bang 40m, giá tốt nhất chỉ 31 tỷ, DT 102.5m2","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",40 m,5 m,Chưa Xác Thực,Tây - Nam,07/11/2024,15/11/2024,Nha Mat Pho
216,Tin thường,40156608,https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-vinh-dien-phuong-hoa-lu/ban-rieng-chinh-chu-pleiku-pr40156608?source=ad&adid=2621729,500 m²,19 tỷ,Nam,6 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà 500m² hướng Nam với kiến trúc Châu Âu, vị trí đắc địa trên trục đường Tô Vĩnh Diện sầm uất","Đường Tô Vĩnh Diện, Phường Hoa Lư, Plei Ku, Gia Lai",,10 m,Chưa Xác Thực,Đông - Nam,18/10/2024,,Nha Mat Pho
