,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Category
49,Tin VIP Bạc,41497171,https://batdongsan.com.vn/ban-dat-duong-nguyen-duy-trinh-phuong-long-truong/ban-tp-thu-duc-dt-51-1m2-ke-ben-dong-tang-gia-3-ty-222-con-bot-so-sach-pr41497171,"51,1 m²","3,22 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất TP. Thủ Đức, DT 51.1m2 kế bên Đông Tăng Long giá 3 tỷ 222, còn bớt, sổ sạch","Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
50,Tin VIP Bạc,41496972,https://batdongsan.com.vn/ban-dat-duong-truong-chinh-phuong-tan-hung-thuan-1/ban-tai-gia-5-79-ty-dien-tich-130m2-view-dep-pr41496972,130 m²,"5,79 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,"BÁN ĐẤT TẠI ĐƯỜNG TRƯỜNG CHINH, GIÁ 5,79 TỶ, DIỆN TÍCH 130M2, VIEW ĐẸP","Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",5 m,8 m,Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
51,Tin VIP Bạc,41495597,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-ne-xa-phu-hoa-dong/ban-lo-7x24m-full-tho-cu-cu-chi-gia-890-trieu-pr41495597,168 m²,890 triệu,,,,,,,"Bán Lô Đất 7x24m Full Thổ Cư Đường Nguyễn Thị Nê, Phú Hòa Đông, Củ Chi - Giá 890 Triệu","Đường Nguyễn Thị Nê, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
52,Tin VIP Bạc,41357484,https://batdongsan.com.vn/ban-dat-duong-dinh-phong-phu-phuong-tang-nhon-phu-b/hang-hot-ban-nhanh-845m2-gia-dau-tu-pr41357484,845 m²,36 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,Hàng hót! Bán nhanh 845m2 đường Đình Phong Phú giá đầu tư,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",18 m,26 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
53,Tin VIP Bạc,41494287,https://batdongsan.com.vn/ban-dat-duong-quoc-lo-13-phuong-hiep-binh-phuoc/-tho-cu-mat-tien-10m-sat-13-xay-dung-tu-do-toi-da-duoc-5-tang-gia-dau-tu-pr41494287,"83,3 m²","6,05 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất thổ cư mặt tiền đường 10m sát quốc lộ 13, xây dựng tự do tối đa được 5 tầng - giá đầu tư","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",10 m,4 m,TIN XÁC THỰC,11/11/2024,18/11/2024,Ban Dat
54,Tin VIP Bạc,40333712,https://batdongsan.com.vn/ban-dat-duong-ho-hoc-lam-phuong-an-lac-6/hut-von-thh-ly-nen-74m2-nhua-12m-ngay-c-p-binh-t-shr-pr40333712,"70,2 m²",64 triệu/m²,Đông,,,,Sổ đỏ/ Sổ hồng,,"Đất thổ cư giá rẻ 70,2m2 ngay chợ Hồ Học Lãm, P. An Lạc, Bình Tân, SHR, đường ô tô","Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
55,Tin VIP Bạc,41252011,https://batdongsan.com.vn/ban-dat-duong-ngo-quang-tham-xa-long-thoi/ban-8ha-quy-hoach-o-gia-tot-pr41252011,80.000 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng.,,Bán 8ha quy hoạch đất ở giá tốt,"Đường Ngô Quang Thắm, Xã Long Thới, Nhà Bè, Hồ Chí Minh",20 m,30 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
56,Tin VIP Bạc,41491871,https://batdongsan.com.vn/ban-dat-duong-le-van-luong-xa-nhon-duc/-tho-cu-nha-be-hem-6m-gia-re-tu-2-5-ty-den-5-ty-80m-den-150m2-pr41491871,86 m²,"2,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất thổ cư Nhà Bè, hẻm 6m Lê Văn Lương, giá rẻ từ 2,5 tỷ đến 5 tỷ, 80m đến 150m2","Lê Văn Lương, Nhơn Đức, Nhà Bè, Hồ Chí Minh",,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
57,Tin VIP Bạc,41478532,https://batdongsan.com.vn/ban-dat-duong-vuon-lai-phuong-an-phu-dong-1/ban-mat-tien-15m-gia-20-ty-co-thuong-luong-voi-nguoi-thien-chi-pr41478532,"209,7 m²",20 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng,,"Bán đất mặt tiền đường 15m, đường Vườn Lài, giá 20 tỷ có thương lượng với người thiện chí","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",,20 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
58,Tin VIP Bạc,41417974,https://batdongsan.com.vn/ban-dat-duong-vo-van-kiet-phuong-an-lac-6/gap-gap-chu-c-b-gap-3-lo-mat-tien-ho-hoc-lam-qu-binh-t-pr41417974,47 m²,"2,92 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Gấp! Chủ cần bán gấp 3 lô đất MT Võ Văn Kiệt - Hồ Học Lãm, phường An Lạc, Quận Bình Tân","Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",12 m,7 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
59,Tin VIP Bạc,41487221,https://batdongsan.com.vn/ban-dat-duong-truong-van-da-xa-binh-loi-1/ban-nhanb-tho-cu-mat-tien-chanh-ngay-dt-484m2-nhinh-6-ty-lh-pr41487221,484 m²,"6,2 tỷ",,,,,,,"Bán nhanb đất thổ cư mặt tiền Bình Chánh ngay Trương Văn Đa, DT 484m2, nhỉnh 6 tỷ, LH 0984 440 ***","Đường Trương Văn Đa, Xã Bình Lợi, Bình Chánh, Hồ Chí Minh",,,Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
60,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
61,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
62,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
63,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
64,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
65,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
66,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
67,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
68,Tin thường,40737974,https://batdongsan.com.vn/ban-dat-duong-kenh-a-xa-le-minh-xuan/chu-cn-bn-lo-02-mt-v-lo-2-thich-thien-ho-gi-chot-13-7ty-lh-pr40737974,2.241 m²,"13,7 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Chu cần bán lô 02 MT đường Kênh A và đường Lô 2 Thích Thiện Hoà, giá chốt 13,7tỷ. LH0909 805 ***","Đường Kênh A, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",,45 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
69,Tin VIP Bạc,41490120,https://batdongsan.com.vn/ban-dat-duong-le-van-luong-xa-nhon-duc/can-ban-gap-mat-tien-nha-be-pr41490120,275 m²,12 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,"Cần bán gấp 1 số lô đất mặt tiền Lê Văn Lương, Nhơn Đức, Nhà Bè. Vị trí đẹp, đường lớn, sẵn thổ cư","Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",10 m,,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
70,Tin VIP Bạc,40941762,https://batdongsan.com.vn/ban-dat-thi-tran-tan-tuc/ban-nhanh-datthi-binh-chanh-ho-chi-minh-gia-sieu-re-lh-ngoc-dung-pr40941762,247 m²,"4,6 tỷ",,,,,,,"Bán nhanh đất Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh siêu rẻ 18triệu/m2. LH 0388 461 *** Ngọc Dung","Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",,5 m,Chưa Xác Thực,04/11/2024,14/11/2024,Ban Dat
71,Tin VIP Bạc,41081381,https://batdongsan.com.vn/ban-dat-duong-lien-phuong-phuong-phu-huu-2/mat-tien-quan-9-gia-105tr-m2-pr41081381,90 m²,"8,91 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Mặt tiền đường Liên Phường, Quận 9, sổ hồng giá 99tr/ m2","Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,6 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
72,Tin VIP Bạc,41205145,https://batdongsan.com.vn/ban-dat-duong-vo-van-kiet-phuong-an-lac-6/b-gap-4-lo-lien-ke-60m2-g-cho-vuong-100m-mat-tien-vao-12m-shr-lac-pr41205145,50 m²,"3,1 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,Bán gấp đất P. An Lạc 8 x 15m đường vào 12m cách Võ Văn Kiệt 200m Aeonmall Bình Tân - Sổ hồng,"Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",12 m,7 m,Chưa Xác Thực,28/10/2024,12/11/2024,Ban Dat
73,Tin VIP Bạc,41488633,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-ngau-xa-thoi-tam-thon/ban-2mt-100x75-7500m2-co-tuong-bao-xung-quanh-75-ty-pr41488633,7.500 m²,75 tỷ,Tây,,,,Sổ đỏ/ Sổ hồng,,"Bán đất 2MT Nguyễn Thị Ngâu, 100x75, 7500m2, có tường bao xung quanh, 75 tỷ","Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",10 m,100 m,Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
74,Tin VIP Bạc,41415259,https://batdongsan.com.vn/ban-dat-duong-so-28-phuong-cat-lai/ban-gap-2-lo-mat-tien-dung-28-mat-tien-oto-2-chieu-kinh-doanh-buon-ban-duoc-5x21m-pr41415259,111 m²,11 tỷ,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp 2 lô đất mặt tiền đường số 28 mặt tiền oto 2chiều kinh doanh buôn bán được 5x21m 0915 698 ***,"Đường Số 28, Phường Cát Lái, Quận 2, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,Ban Dat
75,Tin VIP Bạc,41285640,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-biet-thu-dan-10-20m-xe-hoi-tranh-nhau-gia-chi-14-2-ty-pr41285640,200 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất biệt thự Bình Dân (10*20m) đường xe hơi tránh nhau giá chỉ 14.2 tỷ,"Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",12 m,10 m,Chưa Xác Thực,10/11/2024,17/11/2024,Ban Dat
76,Tin VIP Bạc,41487070,https://batdongsan.com.vn/ban-dat-duong-8-2-phuong-long-phuoc/ban-gap-8-62-4x15-5-m2-gia-uu-dai-2-07-ty-tai-lo-sach-p-tp-thu-duc-hcm-pr41487070,62 m²,"2,07 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,"Bán gấp đất da đường 8, 62m2 (4x15,5)m, giá ưu đãi 2,07 tỷ, lô sạch, P Long Phước, TP Thủ Đức, HCM","Đường 8, Phường Long Phước, Thủ Đức, Hồ Chí Minh",9 m,4 m,Chưa Xác Thực,10/11/2024,17/11/2024,Ban Dat
77,Tin VIP Bạc,41486680,https://batdongsan.com.vn/ban-dat-duong-dang-thuy-tram-phuong-13-7/ban-gap-lo-420m2-full-tho-13-quan-binh-thanh-pr41486680,420 m²,47 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán gấp lô đất 420m2 full thổ Đặng Thuỳ Trâm, phường 13 quận Bình Thạnh","Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",8 m,,Chưa Xác Thực,10/11/2024,17/11/2024,Ban Dat
78,Tin VIP Bạc,41319728,https://batdongsan.com.vn/ban-dat-duong-25-2-phuong-hiep-binh-chanh/ban-nhanh-lo-khu-ben-song-thu-duc-120m-chi-11-ty-pr41319728,130 m²,"11,5 tỷ",,,,,,,"Bán nhanh lô đất khu bên sông Hiệp Bình Chánh Thủ Đức 130m2, chỉ 11.5 tỷ","Đường 25, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,7 m,Chưa Xác Thực,10/11/2024,20/11/2024,Ban Dat
79,Tin VIP Bạc,41241989,https://batdongsan.com.vn/ban-dat-duong-truong-van-da-xa-tan-nhut/ban-mat-tien-huyen-binh-chanh-pr41241989,10.500 m²,70 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán đất mặt tiền huyện Bình Chánh,"Đường Trương Văn Đa, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh",12 m,70 m,Chưa Xác Thực,29/10/2024,13/11/2024,Ban Dat
80,Tin VIP Bạc,40799300,https://batdongsan.com.vn/ban-dat-duong-ha-duy-phien-xa-binh-my/ban-2-mat-tien-gan-cho-my-pr40799300,485 m²,"5,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,Bán đất 2 mặt tiền gần chợ Bình Mỹ,"Đường Hà Duy Phiên, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",6 m,24 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
81,Tin VIP Bạc,39620065,https://batdongsan.com.vn/ban-dat-duong-pham-huu-lau-xa-phuoc-kieng/can-ban-bo-cong-an-nha-be-nha-pho-gia-tot-pr39620065,132 m²,"9,5 tỷ",,,,,Sổ hồng,,"Cần bán đất Bộ Công An, đường Phạm Hữu Lầu, Nhà Bè. Đất nhà phố giá tốt","Đường Phạm Hữu Lầu, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
82,Tin VIP Bạc,41481187,https://batdongsan.com.vn/ban-dat-duong-vo-huu-loi-xa-le-minh-xuan/ban-dep-tai-gia-sieu-hoi-chi-3-ty-250m2-pr41481187,250 m²,3 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng,,"Bán đất đẹp tại đường Võ Hữu Lợi, giá siêu hời chỉ 3 tỷ, 250m2","Đường Võ Hữu Lợi, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",8 m,5 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
83,Tin VIP Bạc,37834194,https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/ban-106m2-hxh-274-nha-be-2-55-ty-pr37834194,106 m²,"2,5 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,"Ngộp bank bán gấp 106m2 đất HXH 274 Nguyễn Văn Tạo, Nhà Bè, 2.5 tỷ","Hẻm 274, Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",6 m,"5,4 m",Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
84,Tin VIP Bạc,41256267,https://batdongsan.com.vn/ban-dat-duong-bung-ong-thoan-phuong-phu-huu/can-ban-hem-78-cach-v-xoay-lien-500m-pr41256267,50 m²,"3,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán đất Sổ đỏ cá nhân hẻm 78 Đường Bưng Ông Thoàn cách vòng xoay Liên Phường 500m,"Hẻm 78, Đường Bưng Ông Thoàn, Phường Phú Hữu, Thủ Đức, Hồ Chí Minh",5 m,4 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
85,Tin VIP Bạc,41477533,https://batdongsan.com.vn/ban-dat-duong-so-8-phuong-tang-nhon-phu-b-1/ban-mat-tien-vanh-dai-2-rong-67m-pr41477533,96 m²,"6,6 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán đất mặt tiền Vành Đai 2 rộng 67m,"Đường Số 8, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
86,Tin VIP Bạc,41239078,https://batdongsan.com.vn/ban-dat-duong-so-85-phuong-tan-quy/-nguyen-thi-thap-9x20m-11x20m-12x20m-10x35m-gpxd-ham-lung-6-tang-pr41239078,145 m²,26 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Đất đường số Nguyễn Thị Thập ( 8x18m, 9x20m, 11x20m, 12x20m, 10x35m) GPXD: Hầm + lửng + 6 tầng","Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,11 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
87,Tin VIP Bạc,40038459,https://batdongsan.com.vn/ban-dat-duong-duong-quang-ham-phuong-5-15/-hem-364-p5-dt-8x27m-gp-6-tang-gia-21-5-ty-tien-xay-chdv-pr40038459,205 m²,"20,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Đất hẻm xe hơi 364 Dương Quảng Hàm P5, DT 8x27m, GP hầm 6 tầng, giá 20,5 tỷ, tiện xây CHDV","364/36A, Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",8 m,8 m,Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
88,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
89,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
90,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
91,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
92,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
93,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
94,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
95,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
96,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
97,Tin VIP Bạc,41475797,https://batdongsan.com.vn/ban-dat-duong-nguyen-kiem-phuong-3-20/ban-tang-nha-2-tang-hxh-130m-ngang-5-5m-phu-hop-o-hoac-xay-chdv-o-gv-pr41475797,130 m²,11 tỷ,,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất tặng nhà 2 tầng HXH, 130m2, ngang 5.5m, phù hợp ở hoặc xây CHDV ở Nguyễn Kiệm, GV","Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",8 m,"5,5 m",Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
98,Tin VIP Bạc,41325416,https://batdongsan.com.vn/ban-dat-duong-8-2-phuong-truong-thanh-1/ban-mat-tien-so-8-sat-ngay-khu-dong-tang-long-1185-m2-ngang-16-5m-34-ty-lh-pr41325416,1.185 m²,34 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán đất mặt tiền đường Số 8, sát ngay khu Đông Tăng Long, 1185 m2 ngang 16,5m, 34 tỷ LH 0915 698 ***","Đường 8, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",8 m,"16,5 m",Chưa Xác Thực,09/11/2024,16/11/2024,Ban Dat
